id,name,state,created_at,tags,url,arch,ratio,dataset,epochs,steps_per_epoch,batch_size,image_size,learning_rate,use_2d_fusion,use_hilbert,use_zigzag,ssm_state_dim,emb_features,num_layers,num_heads,patch_size,noise_schedule,ema_decay,augmentation_mode,step,runtime_sec,best_val_clip_score,val_clip_score,best_val_clip_similarity,val_clip_similarity,best_val_loss,val_loss,train_loss,train_best_loss,train_avg_loss
6lkmptiw,SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash-6602838905932334812/date-2026-04-15_05:42:48,finished,2026-04-15T05:42:50Z,[],https://wandb.ai/umd-projects/msml612-training/runs/6lkmptiw,hybrid_dit,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,0.999,flip_jitter,19050,7385.485841489,28.765625,28.5,0.71240234375,0.71484375,,,0.469595730304718,0.45516207814216614,0.45516207814216614
pd47cgd3,LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-simple_dit/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash--3820919836973155049/date-2026-04-15_05:42:48,crashed,2026-04-15T05:42:49Z,[],https://wandb.ai/umd-projects/msml612-training/runs/pd47cgd3,simple_dit,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,0.999,flip_jitter,4292,4050.161375702,26.21875,26.21875,0.73779296875,0.73779296875,,,0.4921136498451233,0.48507118225097656,0.48699432611465454
eo0r2xly,SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit+hilbert/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash-3111926959990739745/date-2026-04-15_05:42:43,finished,2026-04-15T05:42:45Z,[],https://wandb.ai/umd-projects/msml612-training/runs/eo0r2xly,hybrid_dit+hilbert,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,0.999,flip_jitter,19050,6447.139379307,28.21875,28.09375,0.7177734375,0.71875,,,0.47701239585876465,0.4638284146785736,0.4638284146785736
vwyhqjir,LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-simple_dit/lr-5e-05/resblks-2/emb-512/pure-attn-True/arguments_hash-4808849682601793508/date-2026-04-15_04:03:42,failed,2026-04-15T04:03:44Z,[],https://wandb.ai/umd-projects/msml612-training/runs/vwyhqjir,simple_dit,3:1,oxford_flowers102,150,,64,256,5e-05,,False,,64,512,16,8,2,edm,0.9999,flip_only,7874,5288.06306334,16.640625,16.375,0.83349609375,0.8359375,,,0.486444354057312,0.48409804701805115,0.48409804701805115
zufqhg62,SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit+hilbert/lr-5e-05/resblks-2/emb-512/pure-attn-True/arguments_hash--8521871271240853233/date-2026-04-15_03:55:22,failed,2026-04-15T03:55:23Z,[],https://wandb.ai/umd-projects/msml612-training/runs/zufqhg62,hybrid_dit+hilbert,3:1,oxford_flowers102,150,,64,256,5e-05,,False,,64,512,16,8,2,edm,0.9999,flip_only,17526,5788.254737182,23.90625,23.90625,0.7607421875,0.7607421875,,,0.5136204957962036,0.48060786724090576,0.4822595715522766
8dma91dd,SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit/lr-5e-05/resblks-2/emb-512/pure-attn-True/arguments_hash--4839283791891282079/date-2026-04-15_03:45:58,finished,2026-04-15T03:46:00Z,[],https://wandb.ai/umd-projects/msml612-training/runs/8dma91dd,hybrid_dit,3:1,oxford_flowers102,150,,64,256,5e-05,,False,,64,512,16,8,2,edm,0.9999,flip_only,19050,6325.03522939,24.59375,24.59375,0.75390625,0.75390625,,,0.4832334518432617,0.470755010843277,0.470755010843277
nr235dac,LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-simple_dit+hilbert/lr-5e-05/resblks-2/emb-512/pure-attn-True/arguments_hash--6505026806181844960/date-2026-04-14_18:31:24,finished,2026-04-14T18:31:26Z,[],https://wandb.ai/umd-projects/msml612-training/runs/nr235dac,simple_dit+hilbert,3:1,oxford_flowers102,150,,64,256,5e-05,,False,,64,512,16,8,2,edm,,,19050,6151.62351469,28.25,27.84375,0.71728515625,0.7216796875,,,0.4694623649120331,0.4564456045627594,0.4569904804229736
pfkggns2,SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit+hilbert/lr-5e-05/resblks-2/emb-512/pure-attn-True/arguments_hash-6917701500147125110/date-2026-04-14_18:31:22,finished,2026-04-14T18:31:23Z,[],https://wandb.ai/umd-projects/msml612-training/runs/pfkggns2,hybrid_dit+hilbert,3:1,oxford_flowers102,150,,64,256,5e-05,,False,,64,512,16,8,2,edm,,,19050,6367.023364048,28.109375,28.03125,0.71875,0.7197265625,,,0.4754949510097504,0.46287205815315247,0.4633215367794037
qr2702yx,SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit+hilbert/lr-5e-05/resblks-2/emb-512/pure-attn-True/arguments_hash-3154253288201824441/date-2026-04-14_15:24:48,finished,2026-04-14T15:24:50Z,[],https://wandb.ai/umd-projects/msml612-training/runs/qr2702yx,hybrid_dit+hilbert,all-ssm,oxford_flowers102,150,,64,256,5e-05,,False,,64,512,16,8,2,edm,,,19050,7328.968742104,24.640625,24.46875,0.75341796875,0.75537109375,,,0.5147196650505066,0.5082159638404846,0.5084599256515503
3m9e2807,SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit/lr-5e-05/resblks-2/emb-512/pure-attn-True/arguments_hash-1861781249309938192/date-2026-04-14_15:24:39,finished,2026-04-14T15:24:41Z,[],https://wandb.ai/umd-projects/msml612-training/runs/3m9e2807,hybrid_dit,3:1,oxford_flowers102,150,,64,256,5e-05,,False,,64,512,16,8,2,edm,,,19050,14301.780381117,28.5,28.21875,0.71484375,0.7177734375,,,0.469664990901947,0.45631077885627747,0.4568937420845032
8b7p6rgw,SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit+hilbert/lr-5e-05/resblks-2/emb-512/pure-attn-True/arguments_hash-5096111210832767220/date-2026-04-14_15:24:38,finished,2026-04-14T15:24:40Z,[],https://wandb.ai/umd-projects/msml612-training/runs/8b7p6rgw,hybrid_dit+hilbert,1:1,oxford_flowers102,150,,64,256,5e-05,,False,,64,512,16,8,2,edm,,,19050,9290.075057405,28.375,28.21875,0.71630859375,0.7177734375,,,0.471996933221817,0.4593634307384491,0.4598219394683838
agcofcqn,old-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-simple_dit+hilbert/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash-3119814960377827514/date-2026-04-14_03:29:49,finished,2026-04-14T03:29:51Z,[],https://wandb.ai/umd-projects/msml612-training/runs/agcofcqn,simple_dit+hilbert,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,19050,9096.294508263,28.5,17.0625,0.71484375,0.82958984375,,,0.6010512113571167,0.4645507335662842,0.6055217385292053
tqlyjd5z,LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-simple_dit/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash-3839035962665101367/date-2026-04-14_01:47:25,finished,2026-04-14T01:47:27Z,[],https://wandb.ai/umd-projects/msml612-training/runs/tqlyjd5z,simple_dit,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,19050,9225.587830591,28.71875,28.390625,0.712890625,0.7158203125,,,0.46613791584968567,0.45251134037971497,0.45251134037971497
mq05643r,old-SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit+hilbert/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash--4126524905255054100/date-2026-04-14_00:08:20,finished,2026-04-14T00:08:21Z,[],https://wandb.ai/umd-projects/msml612-training/runs/mq05643r,hybrid_dit+hilbert,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,19050,21729.587335327,28.5,28.28125,0.71484375,0.71728515625,,,0.4736214280128479,0.4599606990814209,0.4599606990814209
l4dqr03i,old-SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit+hilbert/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash-2230326337499698043/date-2026-04-13_22:05:21,crashed,2026-04-13T22:05:23Z,[],https://wandb.ai/umd-projects/msml612-training/runs/l4dqr03i,hybrid_dit+hilbert,all-ssm,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,11785,7220.371542606,,,0.7685546875,0.7685546875,,,0.5301993489265442,0.5274235606193542,0.5276212096214294
dpsupbv1,old-SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit+hilbert/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash--6474662894733719943/date-2026-04-12_21:16:17,finished,2026-04-12T21:16:19Z,[],https://wandb.ai/umd-projects/msml612-training/runs/dpsupbv1,hybrid_dit+hilbert,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,19050,11369.286223792,,,0.71923828125,0.72216796875,,,0.4853968620300293,0.47469449043273926,0.47469449043273926
9fc0k2xy,old-SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit+hilbert/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash--8569888467370584709/date-2026-04-08_00:12:01,finished,2026-04-08T00:12:03Z,[],https://wandb.ai/umd-projects/msml612-training/runs/9fc0k2xy,hybrid_dit+hilbert,1:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,19050,11336.640889293,,,0.71875,0.72216796875,,,0.47948411107063293,0.4682646691799164,0.4682646691799164
thj51zmf,old-SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit+hilbert/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash-2181013805034959060/date-2026-04-04_19:40:38,finished,2026-04-04T19:40:40Z,[],https://wandb.ai/umd-projects/msml612-training/runs/thj51zmf,hybrid_dit+hilbert,1:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,19050,6418.918778099,,,0.7177734375,0.720703125,,,0.4809481203556061,0.4701012074947357,0.4701012074947357
tcj88r3i,old-SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit+hilbert/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash-6697949860930260284/date-2026-04-04_19:37:29,finished,2026-04-04T19:37:31Z,[],https://wandb.ai/umd-projects/msml612-training/runs/tcj88r3i,hybrid_dit+hilbert,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,19050,6474.064119716,,,0.7197265625,0.7216796875,,,0.4833811819553375,0.47269734740257263,0.47269734740257263
0do8nutp,old-SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash--8459760981775670957/date-2026-04-04_14:21:15,failed,2026-04-04T14:21:17Z,[],https://wandb.ai/umd-projects/msml612-training/runs/0do8nutp,hybrid_dit,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,19050,33794.560547718,,,0.71435546875,0.71630859375,,,0.4739855229854584,0.4594545364379883,0.4594545364379883
pbodjj7p,old-SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit+hilbert/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash--3894061438040131446/date-2026-04-04_06:54:14,finished,2026-04-04T06:54:15Z,[],https://wandb.ai/umd-projects/msml612-training/runs/pbodjj7p,hybrid_dit+hilbert,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,19050,6977.089743469,,,0.7216796875,0.72412109375,,,0.4879668056964874,0.4772232174873352,0.4772232174873352
2778gda6,old-SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit+hilbert/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash--2932650342305198963/date-2026-04-04_04:17:19,crashed,2026-04-04T04:17:21Z,[],https://wandb.ai/umd-projects/msml612-training/runs/2778gda6,hybrid_dit+hilbert,all-ssm,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,5589,2290.553075405,,,0.79296875,0.79296875,,,0.5280331373214722,0.5397230982780457,0.5397230982780457
c03i0jhp,old-SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit+hilbert/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash--8936198604238685069/date-2026-04-04_04:16:50,failed,2026-04-04T04:16:53Z,[],https://wandb.ai/umd-projects/msml612-training/runs/c03i0jhp,hybrid_dit+hilbert,1:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,8891,3468.926578063,,,0.74072265625,0.7412109375,,,0.5009663105010986,0.49778613448143005,0.4989467859268189
m3qa5y83,old-SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit+hilbert/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash-2776775014989571782/date-2026-04-04_04:12:13,crashed,2026-04-04T04:12:15Z,[],https://wandb.ai/umd-projects/msml612-training/runs/m3qa5y83,hybrid_dit+hilbert,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,5816,2349.097339833,,,0.77099609375,0.77099609375,,,0.5100551843643188,0.5225191712379456,0.5225191712379456
aj7334wr,old-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-simple_dit+hilbert/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash-2461523627067199976/date-2026-04-04_03:28:27,finished,2026-04-04T03:28:29Z,[],https://wandb.ai/umd-projects/msml612-training/runs/aj7334wr,simple_dit+hilbert,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,19050,8495.257608131,,,0.71630859375,0.720703125,,,0.47469910979270935,0.463636189699173,0.463636189699173
ak0n4b3r,old-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-simple_dit/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash--8012913486393144256/date-2026-04-04_03:04:39,finished,2026-04-04T03:04:42Z,[],https://wandb.ai/umd-projects/msml612-training/runs/ak0n4b3r,simple_dit,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,19050,40519.820663173,,,0.71337890625,0.71630859375,,,0.4666562080383301,0.45187267661094666,0.45187267661094666
rs9yx5om,old-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-simple_dit/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash-1437423170888499899/date-2026-04-04_01:13:51,crashed,2026-04-04T01:13:53Z,[],https://wandb.ai/umd-projects/msml612-training/runs/rs9yx5om,simple_dit,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,990,1096.200624141,,,0.837890625,0.837890625,,,0.5179546475410461,0.5281684398651123,0.5281684398651123
neimk7jg,old-SSM-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-hybrid_dit/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash-7406716778750770758/date-2026-04-04_01:13:46,finished,2026-04-04T01:13:48Z,[],https://wandb.ai/umd-projects/msml612-training/runs/neimk7jg,hybrid_dit,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,19050,7444.090775307,,,0.71484375,0.7177734375,,,0.47393912076950073,0.4603596329689026,0.4603596329689026
qn9sm6n9,old-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-simple_dit+hilbert/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash-1023153857908088369/date-2026-04-04_01:13:42,failed,2026-04-04T01:13:43Z,[],https://wandb.ai/umd-projects/msml612-training/runs/qn9sm6n9,simple_dit+hilbert,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,11684,6507.952714196,,,0.7255859375,0.7275390625,,,0.4742296934127808,0.47846370935440063,0.47846370935440063
j8denkrd,old-LDM-manual-dataset-oxford_flowers102/image_size-256/batch-64/schd-edm/dtype-float32/arch-simple_dit+hilbert/lr-0.0003/resblks-2/emb-512/pure-attn-True/arguments_hash-7678564144798945332/date-2026-04-04_00:44:55,crashed,2026-04-04T00:44:57Z,[],https://wandb.ai/umd-projects/msml612-training/runs/j8denkrd,simple_dit+hilbert,3:1,oxford_flowers102,150,,64,256,0.0003,,False,,64,512,16,8,2,edm,,,355,571.331678336,,,0.8408203125,0.8408203125,,,0.5728106498718262,0.5880273580551147,0.5880273580551147
o3g95y6j,old-baseline-manual-dataset-oxford_flowers102/image_size-128/batch-16/schd-edm/dtype-float32/arch-unet/lr-0.0002/resblks-2/emb-256/pure-attn-True/date-2026-04-03_21:57:03,crashed,2026-04-03T23:10:29Z,[],https://wandb.ai/umd-projects/msml612-training/runs/o3g95y6j,unet,3:1,oxford_flowers102,100,,16,128,0.0002,,False,,64,256,12,12,16,edm,,,23496,6256.130138245,,,0.7470703125,0.7470703125,,,0.13004213571548462,0.07192026823759079,0.07192026823759079
cn18ur4w,old-baseline-manual-dataset-oxford_flowers102/image_size-128/batch-16/schd-edm/dtype-float32/arch-unet/lr-0.0002/resblks-2/emb-256/pure-attn-True/date-2026-04-03_21:57:00-PREEMPTED,failed,2026-04-03T21:57:03Z,[],https://wandb.ai/umd-projects/msml612-training/runs/cn18ur4w,unet,3:1,oxford_flowers102,2000,,16,128,0.0002,,False,,64,256,12,12,16,edm,,,12365,3667.853350721,,,0.779296875,0.779296875,,,0.08533425629138947,0.07684125751256943,0.07754852622747421
